,img_name,label
0,001.Black_footed_Albatross/Black_Footed_Albatross_0009_34.jpg,1
1,001.Black_footed_Albatross/Black_Footed_Albatross_0074_59.jpg,1
2,001.Black_footed_Albatross/Black_Footed_Albatross_0014_89.jpg,1
3,001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,1
4,001.Black_footed_Albatross/Black_Footed_Albatross_0051_796103.jpg,1
5,001.Black_footed_Albatross/Black_Footed_Albatross_0010_796097.jpg,1
6,001.Black_footed_Albatross/Black_Footed_Albatross_0023_796059.jpg,1
7,001.Black_footed_Albatross/Black_Footed_Albatross_0040_796066.jpg,1
8,001.Black_footed_Albatross/Black_Footed_Albatross_0089_796069.jpg,1
9,001.Black_footed_Albatross/Black_Footed_Albatross_0067_170.jpg,1
10,001.Black_footed_Albatross/Black_Footed_Albatross_0060_796076.jpg,1
11,001.Black_footed_Albatross/Black_Footed_Albatross_0056_796078.jpg,1
12,001.Black_footed_Albatross/Black_Footed_Albatross_0080_796096.jpg,1
13,001.Black_footed_Albatross/Black_Footed_Albatross_0047_796064.jpg,1
14,001.Black_footed_Albatross/Black_Footed_Albatross_0017_796098.jpg,1
15,001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,1
16,001.Black_footed_Albatross/Black_Footed_Albatross_0057_796106.jpg,1
17,001.Black_footed_Albatross/Black_Footed_Albatross_0041_796108.jpg,1
18,001.Black_footed_Albatross/Black_Footed_Albatross_0071_796113.jpg,1
19,001.Black_footed_Albatross/Black_Footed_Albatross_0077_796114.jpg,1
20,001.Black_footed_Albatross/Black_Footed_Albatross_0032_796115.jpg,1
21,001.Black_footed_Albatross/Black_Footed_Albatross_0038_212.jpg,1
22,001.Black_footed_Albatross/Black_Footed_Albatross_0079_796122.jpg,1
23,001.Black_footed_Albatross/Black_Footed_Albatross_0036_796127.jpg,1
24,001.Black_footed_Albatross/Black_Footed_Albatross_0039_796132.jpg,1
25,001.Black_footed_Albatross/Black_Footed_Albatross_0068_796135.jpg,1
26,001.Black_footed_Albatross/Black_Footed_Albatross_0007_796138.jpg,1
27,001.Black_footed_Albatross/Black_Footed_Albatross_0069_796139.jpg,1
28,001.Black_footed_Albatross/Black_Footed_Albatross_0063_796141.jpg,1
29,001.Black_footed_Albatross/Black_Footed_Albatross_0081_426.jpg,1
30,002.Laysan_Albatross/Laysan_Albatross_0003_1033.jpg,2
31,002.Laysan_Albatross/Laysan_Albatross_0044_784.jpg,2
32,002.Laysan_Albatross/Laysan_Albatross_0050_870.jpg,2
33,002.Laysan_Albatross/Laysan_Albatross_0071_792.jpg,2
34,002.Laysan_Albatross/Laysan_Albatross_0081_800.jpg,2
35,002.Laysan_Albatross/Laysan_Albatross_0065_809.jpg,2
36,002.Laysan_Albatross/Laysan_Albatross_0061_563.jpg,2
37,002.Laysan_Albatross/Laysan_Albatross_0085_564.jpg,2
38,002.Laysan_Albatross/Laysan_Albatross_0005_565.jpg,2
39,002.Laysan_Albatross/Laysan_Albatross_0055_570.jpg,2
40,002.Laysan_Albatross/Laysan_Albatross_0025_571.jpg,2
41,002.Laysan_Albatross/Laysan_Albatross_0092_834.jpg,2
42,002.Laysan_Albatross/Laysan_Albatross_0013_910.jpg,2
43,002.Laysan_Albatross/Laysan_Albatross_0099_869.jpg,2
44,002.Laysan_Albatross/Laysan_Albatross_0047_619.jpg,2
45,002.Laysan_Albatross/Laysan_Albatross_0088_883.jpg,2
46,002.Laysan_Albatross/Laysan_Albatross_0076_671.jpg,2
47,002.Laysan_Albatross/Laysan_Albatross_0096_673.jpg,2
48,002.Laysan_Albatross/Laysan_Albatross_0039_924.jpg,2
49,002.Laysan_Albatross/Laysan_Albatross_0056_500.jpg,2
50,002.Laysan_Albatross/Laysan_Albatross_0006_702.jpg,2
51,002.Laysan_Albatross/Laysan_Albatross_0073_927.jpg,2
52,002.Laysan_Albatross/Laysan_Albatross_0068_726.jpg,2
53,002.Laysan_Albatross/Laysan_Albatross_0040_472.jpg,2
54,002.Laysan_Albatross/Laysan_Albatross_0100_735.jpg,2
55,002.Laysan_Albatross/Laysan_Albatross_0029_482.jpg,2
56,002.Laysan_Albatross/Laysan_Albatross_0018_492.jpg,2
57,002.Laysan_Albatross/Laysan_Albatross_0083_756.jpg,2
58,002.Laysan_Albatross/Laysan_Albatross_0094_1013.jpg,2
59,002.Laysan_Albatross/Laysan_Albatross_0051_1020.jpg,2
60,003.Sooty_Albatross/Sooty_Albatross_0038_1065.jpg,3
61,003.Sooty_Albatross/Sooty_Albatross_0031_1066.jpg,3
62,003.Sooty_Albatross/Sooty_Albatross_0001_1071.jpg,3
63,003.Sooty_Albatross/Sooty_Albatross_0016_1075.jpg,3
64,003.Sooty_Albatross/Sooty_Albatross_0043_1076.jpg,3
65,003.Sooty_Albatross/Sooty_Albatross_0077_1080.jpg,3
66,003.Sooty_Albatross/Sooty_Albatross_0063_1101.jpg,3
67,003.Sooty_Albatross/Sooty_Albatross_0070_796346.jpg,3
68,003.Sooty_Albatross/Sooty_Albatross_0032_1149.jpg,3
69,003.Sooty_Albatross/Sooty_Albatross_0034_1154.jpg,3
70,003.Sooty_Albatross/Sooty_Albatross_0055_1160.jpg,3
71,003.Sooty_Albatross/Sooty_Albatross_0045_1162.jpg,3
72,003.Sooty_Albatross/Sooty_Albatross_0073_1171.jpg,3
73,003.Sooty_Albatross/Sooty_Albatross_0074_1221.jpg,3
74,003.Sooty_Albatross/Sooty_Albatross_0021_796339.jpg,3
75,003.Sooty_Albatross/Sooty_Albatross_0064_796343.jpg,3
76,003.Sooty_Albatross/Sooty_Albatross_0017_796349.jpg,3
77,003.Sooty_Albatross/Sooty_Albatross_0075_796352.jpg,3
78,003.Sooty_Albatross/Sooty_Albatross_0068_796353.jpg,3
79,003.Sooty_Albatross/Sooty_Albatross_0057_796354.jpg,3
80,003.Sooty_Albatross/Sooty_Albatross_0058_796360.jpg,3
81,003.Sooty_Albatross/Sooty_Albatross_0025_796361.jpg,3
82,003.Sooty_Albatross/Sooty_Albatross_0041_796364.jpg,3
83,003.Sooty_Albatross/Sooty_Albatross_0072_796371.jpg,3
84,003.Sooty_Albatross/Sooty_Albatross_0014_796373.jpg,3
85,003.Sooty_Albatross/Sooty_Albatross_0040_796375.jpg,3
86,003.Sooty_Albatross/Sooty_Albatross_0079_796389.jpg,3
87,003.Sooty_Albatross/Sooty_Albatross_0019_796391.jpg,3
88,003.Sooty_Albatross/Sooty_Albatross_0022_796398.jpg,3
89,003.Sooty_Albatross/Sooty_Albatross_0023_796401.jpg,3
90,004.Groove_billed_Ani/Groove_Billed_Ani_0033_1494.jpg,4
91,004.Groove_billed_Ani/Groove_Billed_Ani_0069_1546.jpg,4
92,004.Groove_billed_Ani/Groove_Billed_Ani_0071_1559.jpg,4
93,004.Groove_billed_Ani/Groove_Billed_Ani_0105_1562.jpg,4
94,004.Groove_billed_Ani/Groove_Billed_Ani_0090_1567.jpg,4
95,004.Groove_billed_Ani/Groove_Billed_Ani_0019_1585.jpg,4
96,004.Groove_billed_Ani/Groove_Billed_Ani_0036_1604.jpg,4
97,004.Groove_billed_Ani/Groove_Billed_Ani_0085_1612.jpg,4
98,004.Groove_billed_Ani/Groove_Billed_Ani_0018_1613.jpg,4
99,004.Groove_billed_Ani/Groove_Billed_Ani_0007_1615.jpg,4
100,004.Groove_billed_Ani/Groove_Billed_Ani_0051_1650.jpg,4
101,004.Groove_billed_Ani/Groove_Billed_Ani_0015_1653.jpg,4
102,004.Groove_billed_Ani/Groove_Billed_Ani_0076_1661.jpg,4
103,004.Groove_billed_Ani/Groove_Billed_Ani_0002_1670.jpg,4
104,004.Groove_billed_Ani/Groove_Billed_Ani_0072_1696.jpg,4
105,004.Groove_billed_Ani/Groove_Billed_Ani_0047_1706.jpg,4
106,004.Groove_billed_Ani/Groove_Billed_Ani_0077_1724.jpg,4
107,004.Groove_billed_Ani/Groove_Billed_Ani_0091_1728.jpg,4
108,004.Groove_billed_Ani/Groove_Billed_Ani_0044_1731.jpg,4
109,004.Groove_billed_Ani/Groove_Billed_Ani_0023_1485.jpg,4
110,004.Groove_billed_Ani/Groove_Billed_Ani_0004_1528.jpg,4
111,004.Groove_billed_Ani/Groove_Billed_Ani_0056_1493.jpg,4
112,004.Groove_billed_Ani/Groove_Billed_Ani_0058_1751.jpg,4
