,img_name,label
0,n02085620-Chihuahua/n02085620_5927.jpg,1
1,n02085620-Chihuahua/n02085620_4441.jpg,1
2,n02085620-Chihuahua/n02085620_1502.jpg,1
3,n02085620-Chihuahua/n02085620_1916.jpg,1
4,n02085620-Chihuahua/n02085620_13151.jpg,1
5,n02085620-Chihuahua/n02085620_1569.jpg,1
6,n02085620-Chihuahua/n02085620_9654.jpg,1
7,n02085620-Chihuahua/n02085620_3975.jpg,1
8,n02085620-Chihuahua/n02085620_3942.jpg,1
9,n02085620-Chihuahua/n02085620_9351.jpg,1
10,n02085620-Chihuahua/n02085620_574.jpg,1
11,n02085620-Chihuahua/n02085620_4998.jpg,1
12,n02085620-Chihuahua/n02085620_7.jpg,1
13,n02085620-Chihuahua/n02085620_1617.jpg,1
14,n02085620-Chihuahua/n02085620_11140.jpg,1
15,n02085620-Chihuahua/n02085620_5771.jpg,1
16,n02085620-Chihuahua/n02085620_275.jpg,1
17,n02085620-Chihuahua/n02085620_9399.jpg,1
18,n02085620-Chihuahua/n02085620_10621.jpg,1
19,n02085620-Chihuahua/n02085620_4266.jpg,1
20,n02085620-Chihuahua/n02085620_7738.jpg,1
21,n02085620-Chihuahua/n02085620_3110.jpg,1
22,n02085620-Chihuahua/n02085620_12101.jpg,1
23,n02085620-Chihuahua/n02085620_8558.jpg,1
24,n02085620-Chihuahua/n02085620_7700.jpg,1
25,n02085620-Chihuahua/n02085620_3208.jpg,1
26,n02085620-Chihuahua/n02085620_5312.jpg,1
27,n02085620-Chihuahua/n02085620_1152.jpg,1
28,n02085620-Chihuahua/n02085620_4572.jpg,1
29,n02085620-Chihuahua/n02085620_2706.jpg,1
30,n02085620-Chihuahua/n02085620_473.jpg,1
31,n02085620-Chihuahua/n02085620_1455.jpg,1
32,n02085620-Chihuahua/n02085620_7440.jpg,1
33,n02085620-Chihuahua/n02085620_9414.jpg,1
34,n02085620-Chihuahua/n02085620_2208.jpg,1
35,n02085620-Chihuahua/n02085620_3593.jpg,1
36,n02085620-Chihuahua/n02085620_2921.jpg,1
37,n02085620-Chihuahua/n02085620_500.jpg,1
38,n02085620-Chihuahua/n02085620_9357.jpg,1
39,n02085620-Chihuahua/n02085620_949.jpg,1
40,n02085620-Chihuahua/n02085620_3423.jpg,1
41,n02085620-Chihuahua/n02085620_3651.jpg,1
42,n02085620-Chihuahua/n02085620_3407.jpg,1
43,n02085620-Chihuahua/n02085620_2973.jpg,1
44,n02085620-Chihuahua/n02085620_326.jpg,1
45,n02085620-Chihuahua/n02085620_7292.jpg,1
46,n02085620-Chihuahua/n02085620_4814.jpg,1
47,n02085620-Chihuahua/n02085620_7613.jpg,1
48,n02085620-Chihuahua/n02085620_2614.jpg,1
49,n02085620-Chihuahua/n02085620_1558.jpg,1
50,n02085620-Chihuahua/n02085620_11238.jpg,1
51,n02085620-Chihuahua/n02085620_3838.jpg,1
52,n02085620-Chihuahua/n02085620_4673.jpg,1
53,n02085620-Chihuahua/n02085620_1816.jpg,1
54,n02085620-Chihuahua/n02085620_4515.jpg,1
55,n02085620-Chihuahua/n02085620_2887.jpg,1
56,n02085620-Chihuahua/n02085620_3488.jpg,1
57,n02085620-Chihuahua/n02085620_8611.jpg,1
58,n02085620-Chihuahua/n02085620_3681.jpg,1
